ind_id	first_mating_time	sex
male_1808	36.00000000000024	male
male_1812	0.30000000000000004	male
male_1813	9.299999999999983	male
male_1816	14.499999999999964	male
male_1817	9.499999999999982	male
male_1818	5.999999999999995	male
male_1821	54.70000000000051	male
male_1822	72.00000000000018	male
male_1823	6.399999999999993	male
male_1825	23.30000000000006	male
male_1826	16.19999999999996	male
male_1827	36.200000000000244	male
male_1828	28.600000000000136	male
male_1829	47.0000000000004	male
male_1830	55.10000000000051	male
male_1831	7.999999999999988	male
male_1832	16.699999999999967	male
male_1833	14.699999999999964	male
male_1834	23.000000000000057	male
male_1835	13.999999999999966	male
male_1836	22.300000000000047	male
male_1838	30.400000000000162	male
male_1840	57.10000000000054	male
male_1841	4.699999999999999	male
male_1845	4.699999999999999	male
male_1846	3.1000000000000014	male
male_1851	54.0000000000005	male
male_1852	37.50000000000026	male
male_1856	16.599999999999966	male
male_1859	6.799999999999992	male
male_1860	39.700000000000294	male
male_1864	9.399999999999983	male
male_1871	16.599999999999966	male
male_1873	1.4000000000000001	male
male_1878	8.299999999999986	male
male_1879	0.8999999999999999	male
male_1881	2.2000000000000006	male
male_1882	0.30000000000000004	male
male_1883	17.69999999999998	male
male_1884	11.399999999999975	male
male_1889	26.500000000000107	male
male_1890	27.800000000000125	male
male_1891	8.899999999999984	male
male_1892	0.4	male
male_1897	103.99999999999837	male
male_1898	39.50000000000029	male
male_1900	13.499999999999968	male
male_1901	78.7999999999998	male
male_1902	15.499999999999961	male
male_1903	20.200000000000017	male
male_1906	18.699999999999996	male
male_1909	16.399999999999963	male
male_1910	4.200000000000001	male
male_1912	10.499999999999979	male
male_1913	19.60000000000001	male
male_1915	1.4000000000000001	male
male_1916	67.90000000000042	male
male_1917	48.10000000000041	male
male_1920	10.999999999999977	male
male_1922	12.79999999999997	male
male_1923	23.90000000000007	male
male_1927	11.399999999999975	male
male_1928	8.299999999999986	male
male_1930	7.39999999999999	male
male_1931	39.20000000000029	male
male_1933	27.600000000000122	male
male_1935	44.80000000000037	male
male_1939	41.60000000000032	male
male_1940	11.899999999999974	male
male_1941	43.200000000000344	male
male_1942	10.899999999999977	male
male_1943	12.299999999999972	male
male_1944	58.800000000000566	male
male_1945	6.8999999999999915	male
male_1946	29.100000000000144	male
male_1950	7.099999999999991	male
male_1952	40.80000000000031	male
male_1953	97.19999999999875	male
male_1956	24.400000000000077	male
male_1957	11.199999999999976	male
male_1958	7.499999999999989	male
male_1959	74.90000000000002	male
male_1960	0.6	male
male_1961	37.30000000000026	male
male_1962	43.40000000000035	male
male_1963	12.89999999999997	male
male_1964	80.09999999999972	male
male_1969	47.1000000000004	male
male_1972	12.99999999999997	male
male_1976	23.700000000000067	male
male_1978	23.10000000000006	male
male_1983	12.099999999999973	male
male_1985	40.400000000000304	male
male_1986	0.5	male
male_1989	20.30000000000002	male
male_1992	50.400000000000446	male
male_1993	3.700000000000002	male
male_1995	24.60000000000008	male
male_1997	1.7000000000000004	male
male_1998	41.00000000000031	male
male_1999	5.099999999999998	male
female_3	4.100000000000001	female
female_9	2.800000000000001	female
female_11	0.9999999999999999	female
female_12	30.600000000000165	female
female_13	28.300000000000132	female
female_14	5.999999999999995	female
female_15	26.200000000000102	female
female_19	48.80000000000042	female
