sample_id	N_sites	mean_depth	chromosome
TEN_family5_S1_offspring	239917245	42.8055	ten_X1
TEN_family5_S2_offspring	239917257	27.7726	ten_X1
TEN_family5_S3_offspring	239917073	22.6026	ten_X1
TEN_family5_S4_offspring	239917004	21.2497	ten_X1
TEN_family5_S5_offspring	239917271	23.5405	ten_X1
TEN_family5_S6_offspring	239917032	21.9534	ten_X1
TEN_family1_F_female	206447931	21.9441	ten_X2
TEN_family1_M_male	206447547	13.1866	ten_X2
TEN_family1_S1_offspring	206447831	22.6606	ten_X2
TEN_family1_S2_offspring	206447959	28.7088	ten_X2
TEN_family1_S3_offspring	206447714	19.977	ten_X2
TEN_family1_S4_offspring	206447917	29.5013	ten_X2
TEN_family1_S5_offspring	206447925	18.1641	ten_X2
TEN_family1_S6_offspring	206447636	18.7751	ten_X2
TEN_family2_F_female	206447706	21.4854	ten_X2
TEN_family2_M_male	206447045	11.6044	ten_X2
TEN_family2_S1_offspring	206447514	17.7696	ten_X2
TEN_family2_S2_offspring	206447752	25.9369	ten_X2
TEN_family2_S3_offspring	206447663	25.6898	ten_X2
TEN_family2_S4_offspring	206447288	16.8761	ten_X2
TEN_family2_S5_offspring	206447735	30.2725	ten_X2
TEN_family2_S6_offspring	206447496	18.7077	ten_X2
TEN_family3_F_female	206447653	19.0016	ten_X2
TEN_family3_M_male	206447047	12.1086	ten_X2
TEN_family3_S1_offspring	206447781	31.824	ten_X2
TEN_family3_S2_offspring	206447313	17.2126	ten_X2
TEN_family3_S3_offspring	206447789	37.2208	ten_X2
TEN_family3_S4_offspring	206447554	21.1012	ten_X2
TEN_family3_S5_offspring	206447788	20.8029	ten_X2
TEN_family3_S6_offspring	206447629	28.7521	ten_X2
TEN_family4_F_female	206447645	18.7243	ten_X2
TEN_family4_M_male	206447123	12.5313	ten_X2
TEN_family4_S1_offspring	206447795	37.9018	ten_X2
TEN_family4_S2_offspring	206447853	39.6874	ten_X2
TEN_family4_S3_offspring	206447726	24.8165	ten_X2
TEN_family4_S4_offspring	206447565	25.4462	ten_X2
TEN_family4_S5_offspring	206447679	26.3883	ten_X2
TEN_family4_S6_offspring	206447604	29.0818	ten_X2
TEN_family5_F_female	206432745	0.220242	ten_X2
TEN_family5_M_male	206432694	0.205525	ten_X2
TEN_family5_S1_offspring	206447788	42.6444	ten_X2
TEN_family5_S2_offspring	206447858	27.4728	ten_X2
TEN_family5_S3_offspring	206447781	22.4565	ten_X2
TEN_family5_S4_offspring	206447751	21.0253	ten_X2
TEN_family5_S5_offspring	206447785	23.3223	ten_X2
TEN_family5_S6_offspring	206447774	21.7491	ten_X2
