sample_id	N_sites	mean_depth	chromosome
SAR_family5_F_female	189097342	19.7729	sar_13
SAR_family5_M_male	189097342	27.7813	sar_13
SAR_family5_S1_offspring	189097340	16.1757	sar_13
SAR_family5_S2_offspring	189097340	17.1534	sar_13
SAR_family5_S3_offspring	189097342	18.5474	sar_13
SAR_family5_S4_offspring	189097341	19.0878	sar_13
SAR_family5_S5_offspring	189097341	18.3776	sar_13
SAR_family5_S6_offspring	189097341	20.4408	sar_13
SAR_family1_F_female	142608257	18.3981	sar_14
SAR_family1_M_male	142608257	23.7263	sar_14
SAR_family1_S1_offspring	142608256	17.2157	sar_14
SAR_family1_S2_offspring	142608257	18.2191	sar_14
SAR_family1_S3_offspring	142608257	18.72	sar_14
SAR_family1_S4_offspring	142608257	17.9705	sar_14
SAR_family1_S5_offspring	142608257	16.7827	sar_14
SAR_family1_S6_offspring	142608257	24.7428	sar_14
SAR_family2_F_female	142608257	19.1816	sar_14
SAR_family2_M_male	142608257	26.6869	sar_14
SAR_family2_S1_offspring	142608253	20.3096	sar_14
SAR_family2_S2_offspring	142608257	20.1242	sar_14
SAR_family2_S3_offspring	142608257	19.6306	sar_14
SAR_family2_S4_offspring	142608255	19.788	sar_14
SAR_family2_S5_offspring	142608257	19.4915	sar_14
SAR_family2_S6_offspring	142608257	21.9795	sar_14
SAR_family3_F_female	142608257	16.3352	sar_14
SAR_family3_M_male	142608257	19.3511	sar_14
SAR_family3_S1_offspring	142608257	16.3254	sar_14
SAR_family3_S2_offspring	142608257	17.3522	sar_14
SAR_family3_S3_offspring	142608257	17.5154	sar_14
SAR_family3_S4_offspring	142608256	16.6153	sar_14
SAR_family3_S5_offspring	142608257	17.924	sar_14
SAR_family3_S6_offspring	142608256	17.5855	sar_14
SAR_family4_F_female	142608257	21.9575	sar_14
SAR_family4_M_male	142608257	25.8206	sar_14
SAR_family4_S1_offspring	142608255	18.9313	sar_14
SAR_family4_S2_offspring	142608256	20.0174	sar_14
SAR_family4_S3_offspring	142608256	22.9134	sar_14
SAR_family4_S4_offspring	142608257	21.5705	sar_14
SAR_family4_S5_offspring	142608257	20.0591	sar_14
SAR_family4_S6_offspring	142608257	21.8867	sar_14
SAR_family5_F_female	142608257	19.1469	sar_14
SAR_family5_M_male	142608257	26.9626	sar_14
SAR_family5_S1_offspring	142608257	15.654	sar_14
SAR_family5_S2_offspring	142608257	16.584	sar_14
SAR_family5_S3_offspring	142608257	17.9548	sar_14
SAR_family5_S4_offspring	142608257	18.5144	sar_14
SAR_family5_S5_offspring	142608257	17.8283	sar_14
SAR_family5_S6_offspring	142608257	19.8367	sar_14
SAR_family1_F_female	256424843	20.3848	sar_X1
SAR_family1_M_male	256424842	13.0004	sar_X1
SAR_family1_S1_offspring	256424842	18.9097	sar_X1
SAR_family1_S2_offspring	256424846	19.9478	sar_X1
SAR_family1_S3_offspring	256424842	10.3108	sar_X1
SAR_family1_S4_offspring	256424841	19.6166	sar_X1
SAR_family1_S5_offspring	256424837	18.4007	sar_X1
SAR_family1_S6_offspring	256424839	27.0148	sar_X1
SAR_family2_F_female	256424842	20.9743	sar_X1
SAR_family2_M_male	256424840	14.6594	sar_X1
SAR_family2_S1_offspring	256424842	22.0045	sar_X1
SAR_family2_S2_offspring	256424843	21.7538	sar_X1
SAR_family2_S3_offspring	256424841	21.2099	sar_X1
SAR_family2_S4_offspring	256424845	21.5312	sar_X1
SAR_family2_S5_offspring	256424846	21.2677	sar_X1
SAR_family2_S6_offspring	256424839	24.02	sar_X1
SAR_family3_F_female	256424838	17.7256	sar_X1
SAR_family3_M_male	256424834	10.6052	sar_X1
SAR_family3_S1_offspring	256424843	17.7373	sar_X1
SAR_family3_S2_offspring	256424846	18.9568	sar_X1
SAR_family3_S3_offspring	256424845	19.1043	sar_X1
SAR_family3_S4_offspring	256424841	18.1711	sar_X1
SAR_family3_S5_offspring	256424845	19.516	sar_X1
SAR_family3_S6_offspring	256424841	19.2377	sar_X1
SAR_family4_F_female	256424842	24.3756	sar_X1
SAR_family4_M_male	256424843	14.2229	sar_X1
SAR_family4_S1_offspring	256424846	20.6154	sar_X1
SAR_family4_S2_offspring	256424841	21.5878	sar_X1
SAR_family4_S3_offspring	256424843	24.8888	sar_X1
SAR_family4_S4_offspring	256424843	23.3835	sar_X1
SAR_family4_S5_offspring	256424841	21.8005	sar_X1
SAR_family4_S6_offspring	256424843	23.5807	sar_X1
SAR_family5_F_female	256424846	20.9316	sar_X1
SAR_family5_M_male	256424841	14.814	sar_X1
SAR_family5_S1_offspring	256424841	17.0653	sar_X1
SAR_family5_S2_offspring	256424840	18.058	sar_X1
SAR_family5_S3_offspring	256424843	19.5093	sar_X1
SAR_family5_S4_offspring	256424845	20.112	sar_X1
SAR_family5_S5_offspring	256424843	19.3994	sar_X1
SAR_family5_S6_offspring	256424842	21.4962	sar_X1
SAR_family1_F_female	224722974	19.2482	sar_X2
SAR_family1_M_male	224722975	12.3719	sar_X2
SAR_family1_S1_offspring	224722975	17.892	sar_X2
SAR_family1_S2_offspring	224722975	18.8972	sar_X2
SAR_family1_S3_offspring	224722975	9.84884	sar_X2
SAR_family1_S4_offspring	224722974	18.6181	sar_X2
SAR_family1_S5_offspring	224722975	17.4296	sar_X2
SAR_family1_S6_offspring	224722975	25.607	sar_X2
SAR_family2_F_female	224722975	19.844	sar_X2
SAR_family2_M_male	224722975	13.9743	sar_X2
SAR_family2_S1_offspring	224722975	20.8953	sar_X2
SAR_family2_S2_offspring	224722975	20.6814	sar_X2
SAR_family2_S3_offspring	224722975	20.1843	sar_X2
SAR_family2_S4_offspring	224722974	20.4016	sar_X2
SAR_family2_S5_offspring	224722975	20.1359	sar_X2
SAR_family2_S6_offspring	224722975	22.7479	sar_X2
SAR_family3_F_female	224722975	16.8215	sar_X2
SAR_family3_M_male	224722974	10.1184	sar_X2
SAR_family3_S1_offspring	224722975	16.8312	sar_X2
SAR_family3_S2_offspring	224722975	17.964	sar_X2
SAR_family3_S3_offspring	224722975	18.1164	sar_X2
SAR_family3_S4_offspring	224722975	17.2313	sar_X2
SAR_family3_S5_offspring	224722975	18.5207	sar_X2
SAR_family3_S6_offspring	224722975	18.2213	sar_X2
SAR_family4_F_female	224722975	23.0461	sar_X2
SAR_family4_M_male	224722974	13.5728	sar_X2
SAR_family4_S1_offspring	224722975	19.5374	sar_X2
SAR_family4_S2_offspring	224722975	20.5383	sar_X2
SAR_family4_S3_offspring	224722975	23.5905	sar_X2
SAR_family4_S4_offspring	224722975	22.1839	sar_X2
SAR_family4_S5_offspring	224722975	20.6687	sar_X2
SAR_family4_S6_offspring	224722975	22.4092	sar_X2
SAR_family5_F_female	224722975	19.7884	sar_X2
SAR_family5_M_male	224722975	14.1195	sar_X2
SAR_family5_S1_offspring	224722975	16.1708	sar_X2
SAR_family5_S2_offspring	224722975	17.1466	sar_X2
SAR_family5_S3_offspring	224722974	18.53	sar_X2
SAR_family5_S4_offspring	224722975	19.074	sar_X2
SAR_family5_S5_offspring	224722975	18.3908	sar_X2
SAR_family5_S6_offspring	224722975	20.4399	sar_X2
