sample_id	N_sites	mean_depth	chromosome
SAR_family3_S3_offspring	170134708	18.4815	sar_5
SAR_family3_S4_offspring	170134704	17.5861	sar_5
SAR_family3_S5_offspring	170134712	18.8834	sar_5
SAR_family3_S6_offspring	170134695	18.5592	sar_5
SAR_family4_F_female	170134707	23.2791	sar_5
SAR_family4_M_male	170134695	27.1856	sar_5
SAR_family4_S1_offspring	170134696	19.9121	sar_5
SAR_family4_S2_offspring	170134706	20.9855	sar_5
SAR_family4_S3_offspring	170134711	24.1246	sar_5
SAR_family4_S4_offspring	170134704	22.6906	sar_5
SAR_family4_S5_offspring	170134701	21.0993	sar_5
SAR_family4_S6_offspring	170134710	22.9538	sar_5
SAR_family5_F_female	170134686	20.3054	sar_5
SAR_family5_M_male	170134706	28.3797	sar_5
SAR_family5_S1_offspring	170134703	16.475	sar_5
SAR_family5_S2_offspring	170134698	17.462	sar_5
SAR_family5_S3_offspring	170134703	18.8822	sar_5
SAR_family5_S4_offspring	170134693	19.4564	sar_5
SAR_family5_S5_offspring	170134701	18.7461	sar_5
SAR_family5_S6_offspring	170134695	20.8118	sar_5
SAR_family1_F_female	140704431	19.5803	sar_6
SAR_family1_M_male	140704430	25.2631	sar_6
SAR_family1_S1_offspring	140704430	18.2933	sar_6
SAR_family1_S2_offspring	140704430	19.365	sar_6
SAR_family1_S3_offspring	140704430	20.1448	sar_6
SAR_family1_S4_offspring	140704429	19.1247	sar_6
SAR_family1_S5_offspring	140704431	17.8621	sar_6
SAR_family1_S6_offspring	140704431	26.2755	sar_6
SAR_family2_F_female	140704431	20.3979	sar_6
SAR_family2_M_male	140704431	28.3332	sar_6
SAR_family2_S1_offspring	140704431	21.5915	sar_6
SAR_family2_S2_offspring	140704430	21.3403	sar_6
SAR_family2_S3_offspring	140704430	20.8333	sar_6
SAR_family2_S4_offspring	140704430	21.0177	sar_6
SAR_family2_S5_offspring	140704428	20.7577	sar_6
SAR_family2_S6_offspring	140704431	23.5525	sar_6
SAR_family3_F_female	140704430	17.5494	sar_6
SAR_family3_M_male	140704431	20.6064	sar_6
SAR_family3_S1_offspring	140704431	17.3418	sar_6
SAR_family3_S2_offspring	140704431	18.4643	sar_6
SAR_family3_S3_offspring	140704429	18.5949	sar_6
SAR_family3_S4_offspring	140704428	17.6954	sar_6
SAR_family3_S5_offspring	140704431	19.0132	sar_6
SAR_family3_S6_offspring	140704431	18.6803	sar_6
SAR_family4_F_female	140704431	23.4103	sar_6
SAR_family4_M_male	140704431	27.3799	sar_6
SAR_family4_S1_offspring	140704431	20.0982	sar_6
SAR_family4_S2_offspring	140704430	21.2022	sar_6
SAR_family4_S3_offspring	140704431	24.2731	sar_6
SAR_family4_S4_offspring	140704430	22.8958	sar_6
SAR_family4_S5_offspring	140704431	21.2432	sar_6
SAR_family4_S6_offspring	140704431	23.1289	sar_6
SAR_family5_F_female	140704431	20.3498	sar_6
SAR_family5_M_male	140704431	28.6008	sar_6
SAR_family5_S1_offspring	140704424	16.5782	sar_6
SAR_family5_S2_offspring	140704430	17.5973	sar_6
SAR_family5_S3_offspring	140704427	19.0498	sar_6
SAR_family5_S4_offspring	140704431	19.6102	sar_6
SAR_family5_S5_offspring	140704431	18.8802	sar_6
SAR_family5_S6_offspring	140704431	21.0148	sar_6
SAR_family1_F_female	199886148	19.1542	sar_7
SAR_family1_M_male	199886147	24.6326	sar_7
SAR_family1_S1_offspring	199886144	17.8495	sar_7
SAR_family1_S2_offspring	199886147	18.8287	sar_7
SAR_family1_S3_offspring	199886147	19.3838	sar_7
SAR_family1_S4_offspring	199886148	18.5458	sar_7
SAR_family1_S5_offspring	199886146	17.3398	sar_7
SAR_family1_S6_offspring	199886148	25.4644	sar_7
SAR_family2_F_female	199886145	19.8248	sar_7
SAR_family2_M_male	199886145	27.5124	sar_7
SAR_family2_S1_offspring	199886148	20.863	sar_7
SAR_family2_S2_offspring	199886148	20.6176	sar_7
SAR_family2_S3_offspring	199886147	20.1197	sar_7
SAR_family2_S4_offspring	199886148	20.3474	sar_7
SAR_family2_S5_offspring	199886147	20.093	sar_7
SAR_family2_S6_offspring	199886146	22.725	sar_7
SAR_family3_F_female	199886129	16.8137	sar_7
SAR_family3_M_male	199886147	19.9819	sar_7
SAR_family3_S1_offspring	199886145	16.7819	sar_7
SAR_family3_S2_offspring	199886146	17.8629	sar_7
SAR_family3_S3_offspring	199886148	18.0364	sar_7
SAR_family3_S4_offspring	199886130	17.181	sar_7
SAR_family3_S5_offspring	199886112	18.4072	sar_7
SAR_family3_S6_offspring	199886137	18.131	sar_7
SAR_family4_F_female	199886144	22.8255	sar_7
SAR_family4_M_male	199886142	26.5127	sar_7
SAR_family4_S1_offspring	199886147	19.4542	sar_7
SAR_family4_S2_offspring	199886144	20.4207	sar_7
SAR_family4_S3_offspring	199886141	23.5084	sar_7
SAR_family4_S4_offspring	199886148	22.1546	sar_7
SAR_family4_S5_offspring	199886146	20.5013	sar_7
SAR_family4_S6_offspring	199886148	22.2948	sar_7
SAR_family5_F_female	199886145	19.7687	sar_7
SAR_family5_M_male	199886148	27.8197	sar_7
SAR_family5_S1_offspring	199886147	16.0505	sar_7
SAR_family5_S2_offspring	199886145	17.0041	sar_7
SAR_family5_S3_offspring	199886147	18.4151	sar_7
SAR_family5_S4_offspring	199886146	18.9846	sar_7
SAR_family5_S5_offspring	199886143	18.2616	sar_7
SAR_family5_S6_offspring	199886148	20.2501	sar_7
SAR_family1_F_female	245763954	18.4348	sar_8
SAR_family1_M_male	245763946	23.6594	sar_8
SAR_family1_S1_offspring	245763950	17.0867	sar_8
SAR_family1_S2_offspring	245763947	18.0409	sar_8
SAR_family1_S3_offspring	245763948	18.5825	sar_8
SAR_family1_S4_offspring	245763948	17.7803	sar_8
SAR_family1_S5_offspring	245763951	16.6181	sar_8
SAR_family1_S6_offspring	245763953	24.4858	sar_8
SAR_family2_F_female	245763952	19.2251	sar_8
SAR_family2_M_male	245763953	26.4759	sar_8
SAR_family2_S1_offspring	245763948	20.031	sar_8
SAR_family2_S2_offspring	245763949	19.82	sar_8
SAR_family2_S3_offspring	245763953	19.3564	sar_8
SAR_family2_S4_offspring	245763954	19.575	sar_8
SAR_family2_S5_offspring	245763949	19.3191	sar_8
SAR_family2_S6_offspring	245763954	21.8411	sar_8
SAR_family3_F_female	245763953	16.4079	sar_8
SAR_family3_M_male	245763953	19.2972	sar_8
SAR_family3_S1_offspring	245763954	16.1404	sar_8
SAR_family3_S2_offspring	245763951	17.1738	sar_8
SAR_family3_S3_offspring	245763954	17.4369	sar_8
SAR_family3_S4_offspring	245763950	16.4872	sar_8
SAR_family3_S5_offspring	245763951	17.8106	sar_8
SAR_family3_S6_offspring	245763953	17.4466	sar_8
SAR_family4_F_female	245763951	21.925	sar_8
SAR_family4_M_male	245763954	25.5319	sar_8
SAR_family4_S1_offspring	245763953	18.6631	sar_8
SAR_family4_S2_offspring	245763952	19.6335	sar_8
SAR_family4_S3_offspring	245763953	22.5707	sar_8
SAR_family4_S4_offspring	245763945	21.2961	sar_8
SAR_family4_S5_offspring	245763951	19.7094	sar_8
SAR_family4_S6_offspring	245763953	21.4574	sar_8
SAR_family5_F_female	245763953	19.144	sar_8
SAR_family5_M_male	245763951	26.7345	sar_8
SAR_family5_S1_offspring	245763949	15.4835	sar_8
SAR_family5_S2_offspring	245763951	16.4087	sar_8
SAR_family5_S3_offspring	245763954	17.7122	sar_8
SAR_family5_S4_offspring	245763954	18.2695	sar_8
SAR_family5_S5_offspring	245763951	17.6181	sar_8
SAR_family5_S6_offspring	245763951	19.5316	sar_8
SAR_family1_F_female	252805562	20.3238	sar_9
SAR_family1_M_male	252805553	26.1178	sar_9
SAR_family1_S1_offspring	252805562	18.9823	sar_9
SAR_family1_S2_offspring	252805564	20.0174	sar_9
SAR_family1_S3_offspring	252805563	20.5953	sar_9
SAR_family1_S4_offspring	252805564	19.7274	sar_9
SAR_family1_S5_offspring	252805563	18.4321	sar_9
SAR_family1_S6_offspring	252805563	27.0961	sar_9
SAR_family2_F_female	252805563	21.0732	sar_9
SAR_family2_M_male	252805563	29.269	sar_9
SAR_family2_S1_offspring	252805563	22.2156	sar_9
SAR_family2_S2_offspring	252805564	21.9879	sar_9
SAR_family2_S3_offspring	252805560	21.4379	sar_9
SAR_family2_S4_offspring	252805560	21.671	sar_9
SAR_family2_S5_offspring	252805564	21.3684	sar_9
SAR_family2_S6_offspring	252805564	24.1786	sar_9
SAR_family3_F_female	252805564	17.9333	sar_9
SAR_family3_M_male	252805564	21.2314	sar_9
SAR_family3_S1_offspring	252805563	17.8701	sar_9
SAR_family3_S2_offspring	252805547	19.0257	sar_9
SAR_family3_S3_offspring	252805564	19.1926	sar_9
SAR_family3_S4_offspring	252805560	18.286	sar_9
SAR_family3_S5_offspring	252805564	19.609	sar_9
SAR_family3_S6_offspring	252805563	19.3155	sar_9
SAR_family4_F_female	252805563	24.2426	sar_9
SAR_family4_M_male	252805564	28.2276	sar_9
SAR_family4_S1_offspring	252805559	20.7112	sar_9
SAR_family4_S2_offspring	252805560	21.7802	sar_9
SAR_family4_S3_offspring	252805562	25.0577	sar_9
SAR_family4_S4_offspring	252805561	23.6088	sar_9
SAR_family4_S5_offspring	252805564	21.8643	sar_9
