sample_id	N_sites	mean_depth	chromosome
MIM_family3_S3_offspring	189751122	44.1636	mim_11
MIM_family3_S4_offspring	189751123	40.0704	mim_11
MIM_family3_S5_offspring	189751121	41.1531	mim_11
MIM_family3_S6_offspring	189751123	47.3738	mim_11
MIM_family4_F_female	189751123	38.0892	mim_11
MIM_family4_M_male	189751120	32.5485	mim_11
MIM_family4_S1_offspring	189751122	35.7278	mim_11
MIM_family4_S2_offspring	189751122	31.2791	mim_11
MIM_family4_S3_offspring	189751123	30.3063	mim_11
MIM_family4_S4_offspring	189751123	28.1015	mim_11
MIM_family1_F_female	184238413	22.553	mim_12
MIM_family1_M_male	184238407	42.9014	mim_12
MIM_family1_S1_offspring	184238414	47.7006	mim_12
MIM_family1_S2_offspring	184238414	39.16	mim_12
MIM_family1_S3_offspring	184238415	37.6689	mim_12
MIM_family1_S4_offspring	184238411	25.7445	mim_12
MIM_family1_S5_offspring	184238410	26.4772	mim_12
MIM_family1_S6_offspring	184238415	35.3777	mim_12
MIM_family2_F_female	184238414	49.0525	mim_12
MIM_family2_M_male	184238411	32.8884	mim_12
MIM_family2_S1_offspring	184238409	43.3765	mim_12
MIM_family2_S2_offspring	184238415	35.8153	mim_12
MIM_family2_S3_offspring	184238415	53.5947	mim_12
MIM_family2_S4_offspring	184238415	63.8368	mim_12
MIM_family2_S5_offspring	184238412	57.6241	mim_12
MIM_family2_S6_offspring	184238415	26.109	mim_12
MIM_family3_F_female	184238413	28.7567	mim_12
MIM_family3_M_male	184238394	33.1608	mim_12
MIM_family3_S1_offspring	184238406	33.4557	mim_12
MIM_family3_S2_offspring	184238413	25.6874	mim_12
MIM_family3_S3_offspring	184238413	45.3456	mim_12
MIM_family3_S4_offspring	184238411	41.113	mim_12
MIM_family3_S5_offspring	184238414	42.1851	mim_12
MIM_family3_S6_offspring	184238414	48.4801	mim_12
MIM_family4_F_female	184238415	38.9102	mim_12
MIM_family4_M_male	184238394	33.1608	mim_12
MIM_family4_S1_offspring	184238411	36.5826	mim_12
MIM_family4_S2_offspring	184238413	32.1064	mim_12
MIM_family4_S3_offspring	184238415	31.0249	mim_12
MIM_family4_S4_offspring	184238411	28.8168	mim_12
MIM_family1_F_female	178092596	22.3703	mim_13
MIM_family1_M_male	178092595	42.4993	mim_13
MIM_family1_S1_offspring	178092598	47.2635	mim_13
