sample_id	N_sites	mean_depth	chromosome
DUM_family3_S5_offspring	206488208	9.08038	dum_X2
DUM_family3_S6_offspring	206488253	20.3619	dum_X2
DUM_family4_F_female	206488312	20.4562	dum_X2
DUM_family4_M_male	206488290	12.1785	dum_X2
DUM_family4_S1_offspring	206488311	25.1311	dum_X2
DUM_family4_S2_offspring	206488314	35.1699	dum_X2
DUM_family4_S3_offspring	206488308	24.7169	dum_X2
DUM_family4_S4_offspring	206488309	23.1363	dum_X2
DUM_family4_S5_offspring	206488300	24.6417	dum_X2
DUM_family4_S6_offspring	206488313	22.9091	dum_X2
DUM_family5_F_female	206488305	27.4358	dum_X2
DUM_family5_M_male	206474001	0.275327	dum_X2
DUM_family5_S1_offspring	206488300	23.3628	dum_X2
DUM_family5_S2_offspring	206488309	23.3332	dum_X2
DUM_family5_S3_offspring	206488310	18.3723	dum_X2
DUM_family5_S4_offspring	206488300	20.3696	dum_X2
DUM_family5_S5_offspring	206488303	20.762	dum_X2
DUM_family5_S6_offspring	206488312	21.1516	dum_X2
