sample_id	N_sites	mean_depth	chromosome
BIC_family5_F_female	174352105	24.9716	bic_13
BIC_family5_M_male	174352144	28.1562	bic_13
BIC_family5_S1_offspring	174352127	26.5768	bic_13
BIC_family5_S2_offspring	174352134	28.8685	bic_13
BIC_family5_S3_offspring	174352134	27.045	bic_13
BIC_family5_S4_offspring	174352123	26.5964	bic_13
BIC_family5_S5_offspring	174352142	26.6293	bic_13
BIC_family5_S6_offspring	174352136	28.8624	bic_13
BIC_family1_F_female	131818941	25.054	bic_14
BIC_family1_M_male	131818929	27.6403	bic_14
BIC_family1_S1_offspring	131818911	25.5751	bic_14
BIC_family1_S2_offspring	131818911	25.8298	bic_14
BIC_family1_S3_offspring	131818937	25.7872	bic_14
BIC_family1_S4_offspring	131818939	28.2692	bic_14
BIC_family1_S5_offspring	131818946	28.1868	bic_14
BIC_family1_S6_offspring	131818923	25.4235	bic_14
BIC_family2_F_female	131818910	18.0396	bic_14
BIC_family2_M_male	131818958	27.4697	bic_14
BIC_family2_S1_offspring	131818918	25.4631	bic_14
BIC_family2_S2_offspring	131818951	25.9316	bic_14
BIC_family2_S3_offspring	131818945	26.0866	bic_14
BIC_family2_S4_offspring	131818922	25.6962	bic_14
BIC_family2_S5_offspring	131818927	24.7725	bic_14
BIC_family2_S6_offspring	131818918	27.4262	bic_14
BIC_family3_F_female	131818936	23.1367	bic_14
BIC_family3_M_male	131818973	27.7127	bic_14
BIC_family3_S1_offspring	131818962	25.242	bic_14
BIC_family3_S2_offspring	131818956	25.678	bic_14
BIC_family3_S3_offspring	131818915	27.1918	bic_14
BIC_family3_S4_offspring	131818973	28.0309	bic_14
BIC_family3_S5_offspring	131818959	25.593	bic_14
BIC_family3_S6_offspring	131818912	26.6263	bic_14
BIC_family4_F_female	131818897	24.0431	bic_14
BIC_family4_M_male	131818957	27.6774	bic_14
BIC_family4_S1_offspring	131818956	27.8969	bic_14
BIC_family4_S2_offspring	131818941	27.8148	bic_14
BIC_family4_S3_offspring	131818941	28.0927	bic_14
BIC_family4_S4_offspring	131818943	25.7684	bic_14
BIC_family4_S5_offspring	131818934	25.9779	bic_14
BIC_family4_S6_offspring	131818932	25.6301	bic_14
BIC_family5_F_female	131818934	24.1244	bic_14
BIC_family5_M_male	131818965	27.3478	bic_14
BIC_family5_S1_offspring	131818920	25.6702	bic_14
BIC_family5_S2_offspring	131818948	28.0319	bic_14
BIC_family5_S3_offspring	131818935	26.1358	bic_14
BIC_family5_S4_offspring	131818950	25.761	bic_14
BIC_family5_S5_offspring	131818956	25.8733	bic_14
BIC_family5_S6_offspring	131818962	27.9918	bic_14
BIC_family1_F_female	235290387	27.4166	bic_X1
BIC_family1_M_male	235290346	15.4125	bic_X1
BIC_family1_S1_offspring	235290457	28.1479	bic_X1
BIC_family1_S2_offspring	235290448	28.2324	bic_X1
BIC_family1_S3_offspring	235290414	28.5036	bic_X1
BIC_family1_S4_offspring	235290377	16.0032	bic_X1
BIC_family1_S5_offspring	235290338	15.6541	bic_X1
BIC_family1_S6_offspring	235290448	28.0202	bic_X1
BIC_family2_F_female	235290426	16.817	bic_X1
BIC_family2_M_male	235290363	15.3197	bic_X1
BIC_family2_S1_offspring	235290429	28.0671	bic_X1
BIC_family2_S2_offspring	235290456	28.4788	bic_X1
BIC_family2_S3_offspring	235290361	14.4347	bic_X1
BIC_family2_S4_offspring	235290440	28.3297	bic_X1
BIC_family2_S5_offspring	235290458	27.2339	bic_X1
BIC_family2_S6_offspring	235290379	15.2216	bic_X1
BIC_family3_F_female	235290480	25.5859	bic_X1
BIC_family3_M_male	235290449	15.4712	bic_X1
BIC_family3_S1_offspring	235290486	27.7329	bic_X1
BIC_family3_S2_offspring	235290472	28.7189	bic_X1
BIC_family3_S3_offspring	235290312	15.3362	bic_X1
BIC_family3_S4_offspring	235290416	15.7412	bic_X1
BIC_family3_S5_offspring	235290471	28.4999	bic_X1
BIC_family3_S6_offspring	235290341	14.9318	bic_X1
BIC_family4_F_female	235290446	26.4453	bic_X1
BIC_family4_M_male	235290384	15.5767	bic_X1
BIC_family4_S1_offspring	235290359	15.8645	bic_X1
BIC_family4_S2_offspring	235290339	15.8413	bic_X1
BIC_family4_S3_offspring	235290371	16.0755	bic_X1
BIC_family4_S4_offspring	235290466	29.0927	bic_X1
BIC_family4_S5_offspring	235290460	29.3652	bic_X1
BIC_family4_S6_offspring	235290481	28.9743	bic_X1
BIC_family5_F_female	235290435	26.7767	bic_X1
BIC_family5_M_male	235290406	15.2365	bic_X1
BIC_family5_S1_offspring	235290473	28.8864	bic_X1
BIC_family5_S2_offspring	235290393	15.8357	bic_X1
BIC_family5_S3_offspring	235290467	29.5438	bic_X1
BIC_family5_S4_offspring	235290463	29.0401	bic_X1
BIC_family5_S5_offspring	235290458	28.5296	bic_X1
BIC_family5_S6_offspring	235290420	15.8359	bic_X1
BIC_family1_F_female	197893896	26.4238	bic_X2
BIC_family1_M_male	197893842	14.8003	bic_X2
BIC_family1_S1_offspring	197893922	26.951	bic_X2
BIC_family1_S2_offspring	197893921	27.0865	bic_X2
BIC_family1_S3_offspring	197893930	27.2858	bic_X2
BIC_family1_S4_offspring	197893873	15.349	bic_X2
BIC_family1_S5_offspring	197893844	14.992	bic_X2
BIC_family1_S6_offspring	197893929	26.8732	bic_X2
BIC_family2_F_female	197893924	16.3179	bic_X2
BIC_family2_M_male	197893867	14.7101	bic_X2
BIC_family2_S1_offspring	197893953	26.9994	bic_X2
BIC_family2_S2_offspring	197893937	27.3759	bic_X2
BIC_family2_S3_offspring	197893843	13.8578	bic_X2
BIC_family2_S4_offspring	197893947	27.204	bic_X2
BIC_family2_S5_offspring	197893925	26.0869	bic_X2
BIC_family2_S6_offspring	197893859	14.6254	bic_X2
BIC_family3_F_female	197893955	24.5834	bic_X2
BIC_family3_M_male	197893934	14.8676	bic_X2
BIC_family3_S1_offspring	197893963	26.7445	bic_X2
BIC_family3_S2_offspring	197893951	27.6233	bic_X2
BIC_family3_S3_offspring	197893855	14.7899	bic_X2
BIC_family3_S4_offspring	197893914	15.149	bic_X2
BIC_family3_S5_offspring	197893972	27.474	bic_X2
BIC_family3_S6_offspring	197893837	14.411	bic_X2
BIC_family4_F_female	197893946	25.4685	bic_X2
BIC_family4_M_male	197893903	15.0247	bic_X2
BIC_family4_S1_offspring	197893866	15.2897	bic_X2
BIC_family4_S2_offspring	197893873	15.2338	bic_X2
BIC_family4_S3_offspring	197893876	15.4641	bic_X2
BIC_family4_S4_offspring	197893950	28.0066	bic_X2
BIC_family4_S5_offspring	197893962	28.2645	bic_X2
BIC_family4_S6_offspring	197893956	27.8979	bic_X2
BIC_family5_F_female	197893963	25.7878	bic_X2
BIC_family5_M_male	197893910	14.7064	bic_X2
BIC_family5_S1_offspring	197893956	27.8381	bic_X2
BIC_family5_S2_offspring	197893878	15.2202	bic_X2
BIC_family5_S3_offspring	197893967	28.4178	bic_X2
BIC_family5_S4_offspring	197893968	27.9635	bic_X2
BIC_family5_S5_offspring	197893959	27.4605	bic_X2
BIC_family5_S6_offspring	197893901	15.2106	bic_X2
